time_epoch_com,secs,tps,lat,,
1641909059,1111,14,1470,1,
1641909060,1112,9,2101,1,
1641909061,1113,16,2259,1,
1641909063,1115,14,2491,2,
1641909064,1116,10,3360,1,
1641909065,1117,5,4726,1,
1641909066,1118,5,4804,1,
1641909067,1119,16,2514,1,
1641909068,1120,20,3787,1,
1641909069,1121,11,3867,1,
1641909070,1122,20,2548,1,
1641909071,1123,13,1760,1,
1641909072,1124,16,2457,1,
1641909073,1125,14,1839,1,
1641909074,1126,16,2473,1,
1641909075,1127,28,1932,1,
1641909076,1128,6,2011,1,
1641909077,1129,11,2055,1,
1641909078,1130,12,2080,1,
1641909079,1131,10,2688,1,
1641909080,1132,14,3504,1,
1641909081,1133,12,3734,1,
1641909082,1134,11,2350,1,
1641909083,1135,10,2773,1,
1641909084,1136,12,3004,1,
1641909085,1137,7,3478,1,
1641909090,1142,12,6794,5,
1641909091,1143,8,6368,1,
1641909092,1144,12,6550,1,
1641909093,1145,18,3747,1,
1641909094,1146,32,2890,1,
1641909095,1147,21,2199,1,
1641909096,1148,5,2551,1,
1641909097,1149,5,1398,1,
1641909098,1150,4,1492,1,
1641909099,1151,17,3567,1,
1641909100,1152,21,3138,1,
1641909101,1153,24,2353,1,
1641909102,1154,12,2416,1,
1641909103,1155,13,1982,1,
1641909104,1156,23,2197,1,
1641909105,1157,4,2006,1,
1641909106,1158,10,3175,1,
1641909107,1159,3,3010,1,
1641909110,1162,3,4799,3,
1641909111,1163,5,6335,1,
1641909112,1164,4,5475,1,
1641909113,1165,21,6050,1,
1641909114,1166,11,5622,1,
1641909115,1167,21,3971,1,
1641909116,1168,11,2273,1,
1641909117,1169,15,2246,1,
1641909118,1170,7,2056,1,
1641909119,1171,13,3176,1,
1641909120,1172,16,2576,1,
1641909121,1173,20,3070,1,
1641909122,1174,19,2380,1,
1641909123,1175,15,1642,1,
1641909124,1176,8,2065,1,
1641909125,1177,16,2400,1,
1641909126,1178,15,1817,1,
1641909127,1179,4,1348,1,
1641909129,1181,16,4672,2,
1641909130,1182,11,2540,1,
1641909131,1183,31,2713,1,
1641909132,1184,15,2107,1,
1641909133,1185,27,2515,1,
1641909134,1186,16,1856,1,
1641909135,1187,11,1503,1,
1641909136,1188,6,2638,1,
1641909137,1189,21,2968,1,
1641909138,1190,30,2023,1,
1641909139,1191,17,1694,1,
1641909140,1192,10,929,1,
1641909141,1193,12,2977,1,
1641909142,1194,6,2155,1,
1641909143,1195,14,2864,1,
1641909144,1196,12,3305,1,
1641909145,1197,8,2428,1,
1641909146,1198,8,3519,1,
1641909147,1199,8,3253,1,
1641909148,1200,6,4405,1,
1641909149,1201,19,3123,1,
1641909150,1202,17,2629,1,
,,,,,
,,,,,
,,,,,15
